,City,cityID,clusterID,Typology,Country,Car_Modeshare_(%),Public_Transit_Modeshare_(%),Bicycle_Modeshare_(%),Walking_Modeshare_(%),Gasoline_Pump_Price_(USD/liter),Road_Deaths_Rate_(per_1000),Subway_Length_(km),Subway_Length_Density_(per_km),Subway_Stations_per_Hundred_Thousand,Subway_Ridership_per_Capita,Subway_Age_(years),BRT_Length_(km),BRT_System_Length_Density_(per_km),BRT_Stations_per_Hundred_Thousand_Persons,BRT_Fleet_per_Hundred_Thousand_Persons,BRT_Annual_Ridership_per_Capita,BRT_Age_(years),Bikeshare_Stations,Bikeshare_Stations_per_Hundred_Thousand_Persons,Bikeshare_Number_of_Bikes,Bikeshare_Bicycles_per_Hundred_Thousand_Persons,Bikeshare_Age_(years),Congestion_(%),Congestion_AM_Peak_(%),Congestion_PM_Peak_(%),Traffic_Index,Travel_Time_Index,Inefficiency_Index,Population,Land_Area_(sq._km),Population_Density_(per_sq._km),Population_Change_1990_–_2000,Population_Change_2000_–_2010,Population_Change_2010_–_2020,Population_Change_2020_–_2025,Urbanization_Rate_2015_(%),Urbanization_Rate_Change_2015_–_2025_(pp),GDP_per_Capita_(USD),Unemployment_Rate_(%),Cost_of_Living_Index,Rent_Index,Grocery_Index,Restaurant_Price_Index,Local_Purchasing_Power_Index,Gini_Coefficient,Poverty_Rate_(%),Life_Expectancy_(years),Safety_Index,Internet_Penetration,Digital_Penetration,Innovation_Index,Smartphone_Penetration_(%),CO2_Emissions_per_Capita_(metric_tonnes),Pollution_Index_,Street_length_total_(m),Street_Length_Density_(m/sq._km),Street_Length_Average_(m),Intersection_Count,Intersection_Density_(per_sq._km),Degree_Average,Streets_per_Node,Circuity,Self-Loop_Proportion,Highway_Proportion,Metro_Propensity_Factor,BRT_Propensity_Factor,BikeShare_Propensity_Factor,Development_Factor,Sustainability_Factor,Population_Factor,Congestion_Factor,Sprawl_Factor,Network_Density_Factor,Latitude,Longitude,Continent
111,Budapest,112,9,MassTransit Heavyweight,Hungary,35.0,45.0,2.0,18.0,1.42,4.4,38.2,0.039340886,2.08,120.96,121,0.0,0.0,0.0,0.0,0.0,0.0,75.0,3.0,1100.0,44.0,2.0,22.0,41.0,46.0,112.81,34.13,97.26,2500000,971,2600,-217961,-56645,107349,76400,71.2,4.1,22859.0,8.8,45.47,15.78,34.88,35.15,53.62,0.3,8.681855319504807,75.9,60.81,72.6,0.63,44.0,58.43220841980014,9.5,52.4,6047711.911,6686446572.0,135.1957595,26692.0,1105.615921,5.331751337,2.999131016,1.036275278,0.00045133699999999995,0.007843893000000001,0.5862240468,0.1191125521,0.4731728829,0.4412980334,0.503136865,0.0546414158,0.3660265052,0.36684921119999997,0.5585707204,47.48138955,19.14607278448202,Europe
45,Shenzhen,46,11,MetroBike Giant,China,19.3,16.7,6.2,50.0,1.19,18.8,230.0,0.131578947,1.217320261,91.66666667,13,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.130718954,350.0,2.8594771239999996,8.0,44.0,62.0,84.0,,,,12240000,1748,7000,5675414,3672079,3998630,1323514,55.6,9.8,26071.0,2.6,53.63,33.47,58.26,35.59,83.53,0.49,0.15,76.795,64.18,50.1,0.43,44.0,58.0,7.550916485,81.76,12722589.39,2733554785.0,237.2555085,31306.0,214.85836740000002,4.533975506,2.952222375,1.084999946,0.001990992,0.049656965,0.4363651652,0.0980861306,0.4039157647,0.39368768439999996,0.5527480684,0.6826308115999999,0.6598615391,0.6294909355,0.3132199564,22.555454,114.0543297,Asia
223,Johannesburg,224,5,Hybrid Moderate,South Africa,37.0,32.0,0.2,30.9,1.21,15.0,0.0,0.0,0.0,0.0,0,44.0,0.016988417,0.150202195,3.2004621610000004,1.4558058930000002,9.0,0.0,0.0,0.0,0.0,0.0,30.0,62.0,60.0,224.56,45.65,235.9,8655000,2590,3300,833742,1031069,657545,311826,64.8,4.6,16370.0,37.0,43.27,18.72,35.89,39.65,117.45,0.75,39.2,55.5,18.38,52.6,0.45,36.0,37.0,8.859169093,73.1,9666874.867999999,8521507629.0,161.0340641,35002.0,881.5162857999999,5.479959298,2.976621249,1.076954028,0.005796996,0.020939199,0.0934939319,0.273154483,0.39382885590000005,0.304279638,0.1004979413,0.239876764,0.5298311932,0.330613935,0.4925790472,-26.205,28.049721999999996,Africa
164,Mexico City,165,4,BusTransit Dense,Mexico,20.7,71.3,1.0,18.392191496951117,0.93,11.7,226.5,0.10931467199999999,0.9639149779999999,80.27681661,48,56.0,0.027027027000000002,0.8749382109999999,1.097,5.95,13.0,452.0,2.234305487,6500.0,32.13049926,8.0,66.0,96.0,101.0,260.1,51.88,294.61,20230000,2072,9800,2709619,2120752,3096579,1342029,79.2,2.6,20960.0,6.4,36.39,16.86,33.15,33.0,58.33,0.49,40.0,81.2,34.97,49.2,0.5,43.0,35.0,3.4,88.03,17838728.13,14925914933.0,97.88107553,105476.0,836.7140763,5.220072419,3.0629426439999996,1.037430653,0.0018701520000000001,0.01343479,0.543808417,0.34143271299999994,0.5425023461,0.3185579577,0.1315640174,0.4595697776,1.0,0.5386455088000001,0.7658393125,19.4326296,-99.1331785,North America
140,Naples,141,10,MassTransit Moderate,Italy,60.0,26.0,0.0,13.0,1.95,4.0,20.2,0.019745846,0.594594595,12.43243243,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,47.0,59.0,112.20117845693797,32.32784293980841,96.64885151890951,3700000,1023,3600,24246,116224,214807,98921,69.0,1.9,23664.0,24.3,67.85,21.49,63.5,61.38,48.39,0.31799885054067806,14.031372736221568,82.7,36.57,58.5,0.72,40.0,60.0,6.6,55.082233147593186,1924741.72,7425771812.0,114.6088913,10062.0,3858.061439,4.2849479839999995,2.745123537,1.098639433,0.001934676,0.022012865,0.158667834,0.131958203,0.37816823229999996,0.5429183554,0.3650664303,0.0557765929,0.4145818354,0.0922910916,0.447953449,40.835933600000004,14.2487826,Europe
44,Guangzhou,45,11,MetroBike Giant,China,21.0,32.0,9.0,38.0,1.19,18.8,240.0,0.062827225,0.767590618,127.93176969999999,20,22.9,0.0059947640000000005,0.138592751,5.271855011,13.59275053,8.0,50.0,0.26652452,4840.0,25.79957356,2.0,44.0,58.0,85.0,,,,18760000,3820,4900,4257955,3155471,3681568,1307067,55.6,9.8,22218.0,2.2,44.46,22.07,45.95,26.19,74.91,0.41,1.59,78.095,61.17,50.1,0.43,43.0,58.0,7.550916485,92.44,44563520.24,2507192998.0,284.33124419999996,91239.0,56.26110739,4.493700165,2.949911614,1.080827646,0.0015065470000000002,0.060688095,0.4731155046,0.19615719480000002,0.4122208594,0.3501758308,0.587416109,0.6559029371,0.6874890868000001,0.8697121409,0.3663012943,23.1301964,113.25929450000001,Asia
193,Asuncion,194,1,Congested Emerging,Paraguay,13.2203630629902,44.95582495673017,3.8544370996122037,34.798855563398014,1.06,20.7,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,2895000,648,4500,416192,565756,704019,362668,59.7,2.9,3925.6,,34.08,9.81,27.51,27.37,42.42,0.5,16.2,74.0,45.35262558374518,36.9,0.39,25.0,30.184067115440126,0.769054525,76.66163654522873,6024194.096,5269652274.0,110.9939032,30998.0,874.7480892000001,5.788379485,3.11583288,1.0225205179999999,9.89e-05,0.0010119489999999998,0.0845584643,0.0779388163,0.3833965253,0.1175186783,0.2847188006,0.15420533039999998,0.6761260701,0.3496918926,0.487926297,-25.280045899999998,-57.6343814,South America
259,Abu Dhabi,260,7,Auto Sprawl,United Arab Emirates,72.0,5.0,0.22752531646224192,12.0,0.61,10.9,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.648967552,75.0,4.424778761000001,2.0,20.0,23.0,25.0,109.04,24.27,90.32,1695000,803,2100,154693,383783,669841,185319,85.5,2.2,61009.0,0.919153126277439,63.01,70.44,52.47,64.04,137.09,0.45387917237023334,20.984198593566745,77.1,84.94,93.2,0.64,44.0,77.90815814154588,18.70823579,56.58,38968263.02,263044588.6,194.01770990000003,126917.0,6.750226162000001,4.606203077,2.9415908789999996,1.069916211,0.005068387,0.027096945,0.0412036368,0.1340780965,0.3395173694,0.7298919831,0.5531421724000001,0.0877146187,0.1117308851,0.8612972259,0.2556057465,24.474796100000002,54.3705762,Asia
139,Milan,140,10,MassTransit Moderate,Italy,36.0,41.0,6.0,17.0,2.12,4.8,101.0,0.053410894,2.144212524,88.86148008,53,0.0,0.0,0.0,0.0,0.0,0.0,280.0,5.313092978999999,4650.0,88.23529412,10.0,30.0,61.0,54.0,138.82,38.03,130.53,5270000,1891,2800,-78063,-68858,101801,111467,69.0,1.9,58763.0,7.9,77.67,39.13,66.92,85.01,84.06,0.33,12.9,82.7,53.61,58.5,0.72,49.0,60.0,7.4,63.9,3008753.6319999998,9795309973.0,99.15808036,18471.0,3255.6038710000003,4.238780778,3.022637014,1.05133952,0.0018738429999999998,0.03237856,0.4482875242,0.1230564655,0.4650730787,0.6938970145000001,0.4771415149,0.0770567338,0.477753495,0.19246566760000003,0.5730358978,45.4668,9.1905,Europe
95,Bordeaux,96,10,MassTransit Moderate,France,67.0,9.0,3.0,21.0,1.76,7.1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,14.63157895,1545.0,162.63157890000002,2.0,31.0,58.0,67.0,126.2485164992764,32.9480904839517,138.63192341793777,950000,812,1200,64879,77482,133236,65039,79.5,2.2,41631.0,9.0,70.00684938380984,23.938387680192996,62.03799587376002,69.34812862159559,104.50329546167846,0.3339290651360156,19.864917074927867,82.4,61.008472046704284,83.3,0.72,41.0,49.0,5.8,57.31911631938054,1016051.401,10465210107.0,95.5474329,6482.0,10299.88256,4.586547835,2.9764656730000003,1.047528362,0.003886325,0.008597914,0.024553428500000002,0.1418795871,0.45568998450000003,0.6524898289,0.42296198170000004,0.0262698298,0.4062082014,0.138671013,0.6216647526,44.841225,-0.5800364,Europe
266,New York(NY),267,9,MassTransit Heavyweight,United States,56.2,31.4,0.7,5.8,0.75,5.7,375.0,0.03221096,2.281846749,132.94657959999998,113,80.0,0.006871672,0.570461687,1.0587382159999998,2.8943582310000004,10.0,508.0,2.455885908,8000.0,38.67536862,5.0,35.0,50.0,62.0,198.38,47.9,202.53,20685000,11642,1800,1760274,2258496,2382349,1085472,81.6,1.7,70758.0,7.9,100.0,100.0,100.0,100.0,100.0,0.499,20.0,80.7,52.83,73.4,0.78,59.0,72.0,17.7,59.89,19944237.56,8647069258.0,129.7186183,87680.0,433.5622874,5.31353108,3.186034237,1.029795715,0.00171405,0.04148077,0.8141516704,0.35063063590000004,0.3334791055,0.9683264801000001,0.3068666354,0.4281584507,0.4923092035,0.8972348144,0.8846232912,40.7127281,-74.0060152,North America
130,Tabriz,131,2,BusTransit Sprawl,Iran,32.0,23.0,1.3692498291913329,3.0,0.36,32.1,7.0,0.041666667000000004,0.349854227,11.66180758,2,18.0,0.107142857,2.915451895,2.518914033683996,29.15451895,9.0,0.0,0.0,0.0,0.0,0.0,31.585014269155238,42.301815865754996,56.98787768836496,231.04509361030716,49.584705397225214,237.61673808613554,1715000,168,10200,205792,219669,267981,121174,73.4,4.4,6733.9,5.901306701864464,41.84114049375721,17.38658350657157,34.883307895933775,33.73046473082258,87.63252138357304,0.4420212722110659,15.470684364207742,75.5,68.74,57.2,0.43,33.554373596332844,45.0,7.996848537999999,73.81,2290520.043,7299585586.0,96.58121281,13814.0,3186.8682440000002,4.620123436,2.68784327,1.054607885,0.000294132,0.020196306,0.11222802189999999,0.4010361767,0.396272356,0.2640790657,0.3340510567,0.1298023059,0.550403547,0.8288020376,0.3942281458,38.0739964,46.29619520000001,Asia
105,Thessaloniki,106,10,MassTransit Moderate,Greece,55.0,25.0,10.0,10.0,1.92,6.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,33.0,33.0,96.2,25.48,83.93,825000,194,4200,51067,75382,114998,62262,78.0,2.9,17979.0,30.2,56.97,10.59,43.19,58.0,56.06,0.32740686889014203,14.03749743361324,81.0,66.09,59.9,0.66,37.0,66.13528094709153,4.1,60.54,3867157.622,4015589524.0,107.8825426,21090.0,1038.3826869999998,5.0734908139999995,3.039200745,1.055844717,0.000517331,0.017865351,0.051301506600000005,0.1033496261,0.3897605699,0.45598079259999996,0.5211527197,0.050511806500000006,0.2697574633,0.0900700709,0.4064449872,40.6403167,22.9352716,Europe
38,N'Djamena,39,1,Congested Emerging,Chad,8.00774974980467,41.89985387032276,5.162475368844498,46.83697849832524,1.08,24.1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1270000,166,7700,226461,334165,484772,347935,22.5,2.2,859.6,,45.29388276385611,21.479403634193833,40.49275068486788,32.03557897127649,25.22751131935121,0.48409747057441244,20.9,53.1,50.91551266894342,3.3,0.1,24.99096255407259,22.968203284253327,0.046305478,88.85253976224233,2774292.350477621,2548330676.2661676,133.84005886587755,12587.635236239095,953.9360036443342,5.592871172301269,2.880412998251237,1.0466160854711526,0.0003304499000787534,0.0,0.0667622013,0.0121835953,0.3534372107,0.0365577311,0.259111296,0.187510617,0.6917106156999999,0.34703027159999994,0.3177512304,12.1191543,15.0502758,Africa
319,Birmingham(AL),320,7,Auto Sprawl,United States,94.8,0.7,0.1,1.1,0.6,17.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,25.0,37.0,169.44442600576917,36.5604212334504,190.5295255430893,800000,1373,500,41605,94624,145029,73663,81.6,1.7,48405.0,5.6,71.71,26.58,70.56,74.97,120.45,0.47200000000000003,29.2,75.4,40.67,66.5,0.78,40.0,72.0,25.4,39.715299608778544,4791803.646000001,9150291741.0,90.41991972,30143.0,1909.571514,4.556641534,2.4522247040000003,1.058733709,0.008906684,0.012823666000000001,0.0141033849,0.1592530939,0.3616083132,0.6978061476999999,0.2767590445,0.0308182392,0.09034951029999999,0.7924938212,0.4179599645,33.570499,-86.765783,North America
135,Tel Aviv,136,10,MassTransit Moderate,Israel,43.0,28.0,13.0,16.0,1.84,3.6,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,6.6006600660000005,2000.0,66.00660066,2.0,28.037311042543088,42.934212573924576,46.11078127058796,157.55,40.19,182.79,3030000,479,6300,686015,580102,685642,290305,92.1,0.7,42614.0,9.620698854746065,80.78,39.57,65.38,91.07,90.77,0.38592682399939415,14.209766752057735,82.5,68.57,74.7,0.7,47.0,74.0,8.818635647,51.96,1379408.4919999999,9924607569.0,92.06490635,8907.0,7194.828528,4.1357615889999995,2.929002727,1.054764291,0.00188386,0.03203194,0.0728603897,0.1411879075,0.38652632259999997,0.7174458375,0.4578872711,0.09735424820000001,0.40991831,0.1597633653,0.5497312337,32.080480800000004,34.7805274,Asia
264,Newcastle upon Tyne,265,10,MassTransit Moderate,United Kingdom,66.9,18.4,2.1,11.1,1.7,2.1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.509433962,60.0,7.547169811,8.0,32.0,56.0,56.0,168.53124710136527,41.07402225411063,184.4274081498429,795000,181,4300,3296,-5932,79949,67735,82.6,2.2,35702.0,9.778965945062552,64.37,24.38,49.34,71.95,112.59,0.39,16.08139256661644,81.2,60.85,89.8,0.77,41.0,68.0,4.96,43.71083397679551,1546374.9919999999,7343383898.0,90.12034453,9683.0,4748.773058,4.589999303,2.396471163,1.068090112,0.0032818770000000003,0.00123775,0.0474575301,0.1401126193,0.4494335293,0.6483962025,0.4124554922,0.013075693999999999,0.3676611121,0.1440156429,0.4317363326,54.97384739999999,-1.6131572,Europe
37,Ottawa,38,10,MassTransit Moderate,Canada,63.8,20.0,2.2,6.3,1.03,3.6,0.0,0.0,0.0,0.0,0,58.89,0.11731075699999999,5.643564356000001,92.67326733,65.34653465,35.0,0.0,0.0,0.0,0.0,0.0,28.0,44.0,63.0,157.84,39.22,162.14,1010000,502,1900,160678,112082,196636,106409,81.8,1.8,44149.0,6.5,67.49,30.4,60.5,75.14,122.06,0.44,18.05842001123944,82.2,79.04,94.7,0.78,42.0,67.0,12.5,16.73,2568634.284583208,9643781221.875118,93.05716272256548,15911.392572546394,3855.6540170059616,4.678302744200186,2.5093199669465527,1.0667208295925432,0.005296888252960467,0.013985744906809676,0.09460060320000001,1.0,0.3738180099,0.7473180523,0.4214271954,0.032052504100000004,0.32676012120000003,0.45539246840000003,0.43458733450000003,45.421106,-75.690308,North America
325,Valencia(VZL),326,2,BusTransit Sprawl,Venezuela,62.0,21.0,1.0,16.0,0.01,37.2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.03722604313132,60.38855428025987,62.67180363606171,220.6895083661482,49.384397841737865,234.06569835146894,1495000,363,4100,338468,429062,427564,195667,89.0,0.6,13709.0,6.452121453504303,40.906988284004626,11.110022176114388,39.09189011731034,39.82837530423149,10.779675976651314,0.48,33.016191752746515,74.1,19.561319887098374,61.5,0.47,30.22222995316045,45.0,6.128008629,78.00681650403924,2604630.1180000002,5901171724.0,93.04244190000001,17012.0,2265.6467350000003,4.273104654,3.069095477,1.054140529,0.001227119,0.038416267999999996,0.042581746399999995,0.1286848791,0.4008047563,0.298606317,0.2588462523,0.0888300615,0.5149932561,1.0,0.41812325479999995,10.156421,-67.999718,South America
143,Osaka-Kobe-Kyoto,144,9,MassTransit Heavyweight,Japan,12.8,37.7,23.5,24.0,1.34,4.7,191.7,0.059682440999999996,1.0715337059999999,69.85575508,84,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.029437738999999997,490.9010039997195,3.1380580630539976,1.8311644949021142,34.92697499420632,54.56595658314814,65.24797190207136,136.68925346155018,41.45781753504168,136.13374599099652,16985000,3212,5300,175815,263428,663985,64525,93.5,2.8,35902.0,4.3,92.20858067679654,52.464425546270334,96.57118289342269,58.12882299195215,93.02871956509553,0.30178031694230695,5.089633423717347,83.7,80.97339331707472,90.6,0.75,46.0,39.0,7.1,37.5922660727161,9095691.965,16902043209.0,67.35853167,79922.0,1858.247099,5.623637867999999,3.110959125,1.031146978,0.000457859,0.018597869,0.5596601745,0.16149073220000001,0.3413737347,0.7149394988,0.47086046979999996,0.128390546,0.5958364775,0.3967364583,0.9084001354000001,34.80386944999999,135.51566283471678,Asia
91,Lyon,92,10,MassTransit Moderate,France,44.0,19.0,2.0,34.0,1.85,5.1,32.0,0.027164686,2.44648318,121.0397554,39,19.0,0.016129031999999998,0.611620795,0.305810398,0.862385321,12.0,346.0,21.16207951,3200.0,195.7186544,13.0,29.0,55.0,55.0,114.43496328365896,33.24490415291072,96.45364604295185,1635000,1178,1400,96647,109232,211227,102785,79.5,2.2,56464.0,8.6,80.29,23.52,75.47,73.89,105.06,0.31225708000449387,18.062444517615766,82.4,58.47,83.3,0.72,46.0,49.0,7.1,56.89571355962793,1325889.9579999999,12025304162.0,107.7083637,7358.0,9069.609504,4.3626653719999995,3.008132055,1.058278365,0.0031715999999999997,0.013407941999999999,0.37104857979999994,0.2703047984,0.5812815694,0.6959111791,0.4323861382,0.0415682474,0.3945025689,0.0966554993,0.6619117801,45.75781370000001,4.8320114,Europe
199,Warsaw,200,6,Hybrid Giant,Poland,24.0,54.0,1.0,21.0,1.41,9.2,29.0,0.053308824000000005,1.189427313,65.0660793,22,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.660792952,140.0,6.167400881,6.0,37.0,65.0,72.0,137.25,37.31,115.55,2270000,544,4200,37880,51341,74377,57973,60.5,0.9,28910.0,8.0,42.28,20.21,32.25,36.47,78.53,0.31,9.535154553703745,77.55,73.8,65.0,0.59,43.0,41.0,8.3,46.25,5142755.613,5971617836.0,145.9765999,20505.0,1161.170836,4.827435186000001,2.7603722680000002,1.041783146,0.001620063,0.0,0.3018249315,0.08650678769999999,0.4570274999,0.42428836,0.4428640367,0.043229342000000004,0.5845378791,0.34750019810000005,0.42128850149999997,52.2319581,21.0067249,Europe
295,Indianapolis(IN),296,7,Auto Sprawl,United States,91.9,0.7,0.3,1.6,0.67,12.4,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.519756839,300.0,18.23708207,4.0,11.0,19.0,29.0,163.24374479794486,35.060342260943,177.97885125930623,1645000,1829,800,306318,324716,274497,135310,81.6,1.7,58670.0,6.9,74.61,30.53,78.29,65.97,97.02,0.44,20.6,77.6,42.15,76.4,0.78,43.0,72.0,12.9,37.33,7493883.581,7682621255.0,158.17556159999998,26717.0,1025.185563,5.203420928,2.787494081,1.071291338,0.010077687,0.023969492999999998,0.026457592599999996,0.1577257751,0.3885851745,0.7311227128,0.337893692,0.056013931100000004,0.0803717601,0.7310017745,0.4046964212,39.7683331,-86.1583502,North America
168,Tijuana,169,2,BusTransit Sprawl,Mexico,49.741835880853884,31.549536526502827,0.8082903577284954,22.564560890264836,0.89,15.3,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.297152388686442,58.25475941804749,59.985428260687605,154.54038059317594,34.9068527321044,147.37454693708392,1410000,466,3000,526730,469559,541742,190565,79.2,2.6,14835.0,5.3,32.4,7.82,30.06,29.94,56.11,0.46,40.0,76.7,50.7,49.2,0.5,35.52519763403647,35.0,1.4,70.1776709528968,7182403.502,6714362117.0,117.2905399,34461.0,934.8349914999999,5.23467211,2.8057205769999998,1.065531762,0.0028043609999999996,0.027301419,0.0646625153,0.1237241163,0.42832247409999996,0.2913906666,0.2848228488,0.11684026289999999,0.5610566377,0.5849086046,0.40770057649999997,32.501018800000004,-116.9646629,North America
235,Valencia,236,10,MassTransit Moderate,Spain,32.0,23.0,4.0,41.0,1.54,3.1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,276.0,17.57961783,2400.0,152.866242,8.0,23.0,31.0,32.0,132.35900034903244,35.45102169047901,141.65806109112188,1570000,272,5800,19161,3912,38508,52159,79.6,2.1,27578.0,27.7,53.53,17.43,43.14,50.5,86.64,0.3194671011001752,18.976104153421517,82.8,69.87,74.8,0.67,40.0,71.0,5.4,46.53,2604630.1180000002,5901171724.0,93.04244190000001,17012.0,2265.6467350000003,4.273104654,3.069095477,1.054140529,0.001227119,0.038416267999999996,0.0771467889,0.1281404864,0.5577613901,0.5187607192,0.4772131707,0.0458128331,0.2707847424,0.1369281592,0.4113322714,39.4697065,-0.3763353,Europe
269,Miami(FL),270,8,Auto Innovative,United States,87.0,3.8,0.5,1.7,0.7,14.5,39.3,0.012246806,0.395189003,3.625429553,33,34.0,0.010595201,0.962199313,0.790378007,1.18556701,21.0,100.0,1.7182130580000001,1000.0,17.18213058,7.0,30.0,50.0,63.0,203.99,43.5,205.91,5820000,3209,1700,976661,1024517,872002,412796,81.6,1.7,47438.0,7.4,82.77,61.31,81.07,87.27,100.59,0.474,26.6,79.4,43.05,76.2,0.78,50.0,72.0,14.5,41.93,3000176.32,10162513650.0,123.64213149999999,13837.0,3387.305467,5.814234827999999,3.2780428789999996,1.022060633,0.000577968,0.017944243999999998,0.1715623549,0.35154537,0.3688153424,0.7833936651000001,0.2523091724,0.1604206223,0.3588852409,0.6845117445000001,0.7159668304000001,25.7742658,-80.1936589,North America
144,Nagoya,145,9,MassTransit Heavyweight,Japan,25.0,32.6,18.6,23.9,1.34,4.7,93.3,0.024015444,0.86696562,44.18535127,60,7.0,0.0018018020000000001,0.089686099,0.249128052,0.26905829600000003,17.0,0.0,0.0,0.0,0.0,0.0,34.921298983499305,54.52014909730646,65.24832992630914,139.42516760678646,42.28169792591603,137.2471522091252,10035000,3885,2600,174650,178014,255595,48882,93.5,2.8,40144.0,3.2,94.20557233519321,51.41108182701073,98.01200818976194,59.57739374367693,94.12511607975753,0.285810638133116,5.23319368441724,83.7,80.81882486238915,90.6,0.75,42.0,39.0,8.7,34.65,12600021.99,19751695537.0,81.49235519,91742.0,1567.592148,6.141634077000001,3.276313286,1.026878598,0.00043369,0.013008232,0.3961258504,0.2548025373,0.2838689249,0.7323306506,0.4422012684,0.077916036,0.5535426012,0.43821799100000003,0.9732137951000001,35.1851045,136.8998438,Asia
183,Auckland,184,7,Auto Sprawl,New Zealand,78.0,4.0,0.0,17.0,1.62,6.0,0.0,0.0,0.0,0.0,0,6.0,0.011029411999999999,0.364963504,0.0,4.233576642,10.0,0.0,0.0,0.0,0.0,0.0,38.0,68.0,81.0,166.74,38.88,210.69,1370000,544,2500,193224,343853,346897,132325,86.3,0.6,31766.0,5.366180296654122,82.23,45.25,73.81,74.13,104.31,0.45544439223578576,17.74461910423142,81.6,54.08,86.6,0.72,43.0,70.0,7.64505234,29.07,3956820.358,3913857027.0,145.56766819999999,15836.0,989.1419557,4.855443013,2.632854755,1.078108061,0.019706328999999998,0.027454239,0.043938259400000006,0.2505812293,0.3195987132,0.7713624941,0.35511297560000005,0.0352218973,0.4642007302,0.3436981893,0.195751895,-36.852095,174.76318030000002,Oceania
311,Oklahoma City(OK),312,7,Auto Sprawl,United States,92.4,0.4,0.4,1.5,0.59,16.4,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.752688172,100.0,10.75268817,6.0,14.0,24.0,32.0,158.50803548810137,33.87334112591157,211.52977818157078,930000,1064,800,37028,99752,159660,80909,81.6,1.7,47819.0,5.1,65.24,27.07,68.64,59.33,126.16,0.45399999999999996,16.6,75.9,56.08890608971718,69.4,0.78,41.0,72.0,9.9,33.682962294993665,11710089.52,4259815355.0,192.1293133,34910.0,363.773082,5.223320435,2.83052823,1.0679119590000001,0.006997813,0.024807582999999998,0.0202776158,0.1418547306,0.4091871206,0.6731036542000001,0.3719119561,0.0382212634,0.0995049601,0.8094634779000001,0.3342588509,35.4729886,-97.5170536,North America
133,Mosul,134,5,Hybrid Moderate,Iraq,57.0,21.0,7.0,15.0,0.63,20.2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.03749345097989,38.81381176673614,47.01553427662529,193.10565062992973,42.42820915780322,201.40304862102624,1730000,140,12400,319878,391377,572832,374740,69.5,1.7,5695.7,17.843329477396573,57.875810707851166,25.512198217595092,46.1349532334237,52.389002160186955,64.97521264982001,0.38997468920100087,14.8,68.9,57.76745054695702,9.0,0.49806909846328323,33.61017097295908,54.7218444860019,4.920137222,77.48442766780931,1216288.67,11222198136.0,86.34121316,8724.0,9226.591034000001,5.528746272,2.913915458,1.0354340370000001,0.0,0.0,0.0125795574,0.0758513703,0.3816433529,0.2868381438,0.2631345356,0.137882265,0.4322679432,0.4078054472,0.6410792406,36.34369405,43.09971559730229,Asia
