,City,cityID,clusterID,Typology,Country,Car_Modeshare_(%),Public_Transit_Modeshare_(%),Bicycle_Modeshare_(%),Walking_Modeshare_(%),Gasoline_Pump_Price_(USD/liter),Road_Deaths_Rate_(per_1000),Subway_Length_(km),Subway_Length_Density_(per_km),Subway_Stations_per_Hundred_Thousand,Subway_Ridership_per_Capita,Subway_Age_(years),BRT_Length_(km),BRT_System_Length_Density_(per_km),BRT_Stations_per_Hundred_Thousand_Persons,BRT_Fleet_per_Hundred_Thousand_Persons,BRT_Annual_Ridership_per_Capita,BRT_Age_(years),Bikeshare_Stations,Bikeshare_Stations_per_Hundred_Thousand_Persons,Bikeshare_Number_of_Bikes,Bikeshare_Bicycles_per_Hundred_Thousand_Persons,Bikeshare_Age_(years),Congestion_(%),Congestion_AM_Peak_(%),Congestion_PM_Peak_(%),Traffic_Index,Travel_Time_Index,Inefficiency_Index,Population,Land_Area_(sq._km),Population_Density_(per_sq._km),Population_Change_1990_–_2000,Population_Change_2000_–_2010,Population_Change_2010_–_2020,Population_Change_2020_–_2025,Urbanization_Rate_2015_(%),Urbanization_Rate_Change_2015_–_2025_(pp),GDP_per_Capita_(USD),Unemployment_Rate_(%),Cost_of_Living_Index,Rent_Index,Grocery_Index,Restaurant_Price_Index,Local_Purchasing_Power_Index,Gini_Coefficient,Poverty_Rate_(%),Life_Expectancy_(years),Safety_Index,Internet_Penetration,Digital_Penetration,Innovation_Index,Smartphone_Penetration_(%),CO2_Emissions_per_Capita_(metric_tonnes),Pollution_Index_,Street_length_total_(m),Street_Length_Density_(m/sq._km),Street_Length_Average_(m),Intersection_Count,Intersection_Density_(per_sq._km),Degree_Average,Streets_per_Node,Circuity,Self-Loop_Proportion,Highway_Proportion,Metro_Propensity_Factor,BRT_Propensity_Factor,BikeShare_Propensity_Factor,Development_Factor,Sustainability_Factor,Population_Factor,Congestion_Factor,Sprawl_Factor,Network_Density_Factor,Latitude,Longitude,Continent
299,Columbus(OH),300,7,Auto Sprawl,United States,89.9,1.6,0.3,2.2,0.58,9.6,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,1.993355482,300.0,19.93355482,5.0,16.0,26.0,45.0,109.39,23.89,99.65,1505000,1321,1000,188793,230286,244535,121582,81.6,1.7,56082.0,6.3,70.97,35.77,69.26,64.59,120.45,0.452,21.8,77.8,56.65,71.9,0.78,40.0,72.0,10.2,28.72,9342027.168,6427990632.0,164.3970571,32566.0,688.0723548,5.263067653,2.7538578360000003,1.093110513,0.013496533,0.028223185,0.0180931093,0.1523014108,0.40178474509999995,0.7417841345999999,0.45841350509999995,0.0482520726,0.11724265869999999,0.7303602731000001,0.3219131496,39.9622601,-83.00070649999999,North America
258,Sharjah,259,5,Hybrid Moderate,United Arab Emirates,41.382637605925055,26.675769457991155,3.806540358449774,20.982232124031288,0.61,10.9,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.527311374375145,41.544433426491565,49.800788459815955,188.1604282800458,41.94841699100828,198.1222133479769,1400000,236,5945,214932,470154,628328,183503,85.5,2.2,40864.0,19.990025524065356,59.43,31.13,49.42,46.12,114.17,0.4168694358052338,17.64955799188963,77.1,58.90840905115111,93.2,0.64,35.0,54.83487827679951,18.70823579,75.5953368721018,6504805.9229999995,5677978860.0,114.0613709,36637.0,872.8898183,4.609768853,2.984651187,1.059933223,0.001837818,0.022326587999999998,0.0929059049,0.1392549554,0.3595636059,0.5176713992,0.35064978770000005,0.0864122545,0.42536465409999996,0.5633686124,0.4061908299,25.2311534,54.21900831355923,Asia
23,Salvador,24,1,Congested Emerging,Brazil,22.9,44.23,3.958001897956814,32.26,1.34,16.7,11.9,0.034,0.24767801899999997,0.0,3,8.2,0.023428571000000002,0.7430340559999999,0.0,30.95975232,0.0,23.0,0.712074303,0.0,0.0,5.0,40.0,63.0,70.0,,,,3230000,350,9200,637345,978512,978696,291554,85.7,2.1,10070.0,,40.35803945547517,17.976354073552262,35.165488803107955,29.310349535229122,38.19688275150699,0.57,27.475437825916103,75.0,46.512430658155125,54.2,0.5,34.0,41.0,2.465870235,82.6802063607923,3774008.336,2786892501.0,111.2521987,19967.0,738.4436525,4.860878126,2.663988974,1.0901468779999999,0.004196303,0.009518928000000001,0.13210854,0.2525603979,0.4302850868,0.2692990866,0.2839950979,0.1542742427,0.649687801,0.2826268925,0.3009994024,-12.982249900000001,-38.48127720000001,South America
289,Pittsburgh(PA),290,7,Auto Sprawl,United States,84.9,6.0,0.4,3.2,0.76,9.4,42.2,0.018003413,3.063583815,4.50867052,33,30.0,0.012798635,1.387283237,15.60693642,7.2591329479999995,41.0,50.0,2.89017341,500.0,28.901734100000002,3.0,19.0,30.0,39.0,188.44838348907146,38.63990831345772,215.26032814397144,1730000,2344,700,74467,210102,332459,164665,81.6,1.7,54076.0,6.5,79.21,36.83,78.7,72.69,152.99,0.461,23.0,78.5,57.56,76.2,0.78,43.0,72.0,18.0,35.22944815352112,3209709.9,10614172673.0,135.9758483,13612.0,3306.894705,5.354003612,2.850872968,1.064623928,0.00337344,0.021973173,0.25942740420000004,0.48966306880000005,0.3940611689,0.7849815759000001,0.3410872241,0.0624699901,0.1417080638,0.6483162749,0.587322032,40.4416941,-79.99008609999998,North America
57,Qingdao,58,12,MetroBike Emerging,China,24.21714280654311,44.10546492884788,16.647536335386768,16.744819711569733,1.16,18.8,12.0,0.007532957,0.167504188,14.371859299999999,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.67600606983888,53.621998728681454,58.82614097174327,,,,5970000,1593,3700,1326487,1021350,1255107,507060,55.6,9.8,16506.0,2.98,39.69004483825176,15.152088169895496,39.187093104815496,28.152419153469385,65.26182968856442,0.32,1.2525,76.1,64.69,50.1,0.43,36.0,58.0,7.3,84.24526901023526,1887656.1940000001,1841229176.0,257.77088540000005,4219.0,975.4049395,5.164075993,3.180051813,1.051107218,0.000585284,0.024796311,0.12297213900000001,0.0579802096,0.3803538775,0.27128179199999997,0.7149670656999999,0.3047213736,0.5681659086,0.6411518822,0.3633365411,36.0638034,120.3781372,Asia
136,Haifa,137,10,MassTransit Moderate,Israel,57.0,19.0,9.880337597077782,9.324745125590326,1.84,3.6,0.0,0.0,0.0,0.0,0,40.0,0.175438596,8.818181818,8.181818182,27.27272727,5.0,0.0,0.0,0.0,0.0,0.0,28.019527637377507,42.89472240792972,46.07504702866429,153.52395655373897,39.406605515965026,175.72579412052832,1100000,228,4800,245496,138503,164187,100561,92.1,0.7,36571.0,10.287544326528918,74.11,21.34,58.06,85.27,103.64,0.3831446712533594,14.201253759381077,82.5,76.64,74.7,0.7,37.0,74.0,8.818635647,51.817431231299466,845948.5177,7578207922.0,118.946642,4322.0,8958.237721,4.2254148119999995,2.8891137189999996,1.097808143,0.0023944070000000003,0.014251918,0.021761455899999997,0.6538554374000001,0.3694367739,0.6787084566,0.4737542388,0.0354255578,0.3490231015,0.1172594272,0.4664999754,32.8191218,34.998385600000006,Asia
154,Bishkek,155,2,BusTransit Sprawl,Kyrgyzstan,57.287819775406206,22.054345493821067,1.1387169347623618,14.562003962532401,0.64,22.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.502561399911684,59.930977794493046,78.20070623133444,116.15597860860635,31.212873868459933,95.24044344495478,860000,181,4700,130849,64800,151368,131946,35.7,2.4,1038.9,4.555463846044597,32.91856742237907,12.835236237627237,26.64577799937064,33.368060229461555,48.86268482426703,0.3147758992234762,1.6217062394404058,71.1,49.428771850675645,38.7,0.32,29.0,47.98567658953299,1.7207895659999999,76.36372061125003,3381002.8910000003,3634596315.0,180.0800474,10842.0,1075.005385,5.534627294,2.840722,1.047147875,0.000873315,0.0,0.04984885360000001,0.0700633667,0.3815079566,0.19961668010000003,0.2649555399,0.1085529354,0.5600902648,0.6247338001,0.35268062130000005,42.8765615,74.6070079,Asia
17,Cotonou,18,1,Congested Emerging,Benin,10.439611879215931,33.897289531159785,5.376393497248565,34.20115162324278,0.96,27.7,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1205000,207,5800,138764,239477,410017,224735,44.0,4.7,837.3,,57.917895389847295,40.12407148883269,53.549045919469705,39.9120334071013,20.081695444311723,0.47,31.4,60.0,50.67824119073911,11.5,0.12,24.5340392713328,20.858777305326814,0.5616543979999999,96.74319591659567,3406164.615,2706136688.0,108.5768581,18499.0,794.4820624,5.695861585,2.9366845919999998,1.016636648,6.57e-05,0.0,0.0705580316,0.0458716233,0.3466545321,0.0408693808,0.272642057,0.17155872870000002,0.6897619386,0.40461010329999997,0.38500242590000006,6.3676953,2.4252507000000003,Africa
305,Salt Lake City(UT),306,7,Auto Sprawl,United States,85.5,4.6,0.7,2.5,0.65,9.2,75.3,0.104583333,5.090909091,17.45454545,18,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0909090909999999,100.0,9.090909091,5.0,16.0,20.0,43.0,175.21,39.64,226.22,1100000,720,1400,98483,149931,191711,96335,81.6,1.7,61900.0,4.2,67.82,33.47,65.89,71.17,159.15,0.419,19.1,80.2,76.17,81.2,0.78,43.0,72.0,13.7,57.88,2053179.993,3951253335.0,178.739444,6652.0,1924.4554050000002,5.282205514,2.89924812,1.052279692,0.0017555510000000002,0.04535673900000001,0.3341893663,0.1392329527,0.4116916823,0.7545054304000001,0.4091842963,0.0578021967,0.13471422859999999,0.7015012301000001,0.37037435729999996,40.759619799999996,-111.88679750000001,North America
3,Luanda,4,3,Congested Boomer,Angola,22.85846331974281,55.505940144522285,5.653125946315802,20.539734553854185,0.76,26.9,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,223.01147508171584,49.361420334456724,209.2340810104547,6955000,984,7100,1023451,2198754,2765042,1368858,44.1,7.2,6769.0,25.0,147.99,144.32,131.28,112.84,25.09,0.62,18.7,52.4,34.99,29.5,0.11,21.0,21.831476847570244,1.3844963890000002,78.84325090797097,7758223.419,6203789736.0,100.0828636,46581.0,799.6405105,5.728078742,2.97388024,1.026106538,0.000528206,0.0,0.06140160099999999,0.0875779284,0.0,0.4858118868,0.1754250043,0.4295335845,0.6421229061,0.3317167009,0.5140843281,-8.827269900000001,13.243951199999998,Africa
151,Nairobi,152,1,Congested Emerging,Kenya,7.3,51.5,1.0,41.2,1.05,29.1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,304.27,63.86,253.73,4930000,557,8900,833856,1022721,1702079,1204199,25.6,4.7,1081.0,,42.81,15.57,37.61,35.23,29.23,0.59,16.765380123510944,63.4,36.17,68.4,0.19,33.0,26.0,0.304402198,75.38,4275355.666,2797726095.0,180.7532096,13666.0,654.3844101,4.8866713410000004,2.548141755,1.078487403,0.003863391,0.014003848999999999,0.12171320279999999,0.0919739857,0.3456462456,0.1187207076,0.1452371147,0.3069725392,0.7706245986,0.41322852229999996,0.2305920295,-1.2832533000000002,36.8172449,Africa
308,Hartford(CT),309,7,Auto Sprawl,United States,88.5,3.1,0.2,2.5,0.71,7.4,0.0,0.0,0.0,0.0,0,15.0,0.011227545,4.0717046812237765,0.03425530585494184,3.1551253889999997,3.0,0.0,0.0,0.0,0.0,0.0,16.0,26.0,42.0,156.0127497551789,39.18556631018905,187.67159851225236,965000,1336,700,69999,128967,182033,91743,81.6,1.7,66279.0,9.847477827818132,77.36,42.09,77.15,82.25,124.9,0.486,28.3,80.8,44.070254674600044,79.5,0.78,41.0,72.0,9.77,50.786243468793025,4782055.275,5051160907.0,207.51845490000002,13477.0,1056.2740529999999,5.206721662,2.77574091,1.090644372,0.021852407999999997,0.038772472999999995,0.0290588393,0.2242006634,0.3236978152,0.8185563668000001,0.37740046229999996,0.0445393764,0.14863327210000002,0.6743178378,0.20590366100000002,36.135754999999996,-115.19355700000001,North America
153,Kuwait City,154,7,Auto Sprawl,Kuwait,53.0,25.0,0.394424568282776,6.0,0.35,18.7,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,37.0,38.0,138.80630747752457,30.387707122776604,153.5215806342667,4465000,712,6300,-58910,984633,673101,264488,98.3,0.2,55171.0,1.6592631767175514,87.08,39.64,102.23,49.17,93.96,0.4538896525239865,20.989747449907362,74.7,66.78,75.6,0.51,36.0,77.58599927153688,27.2589637,54.42122521434963,4873339.14,4410267345.0,125.99770259999998,24725.0,904.9785412,4.6984341469999995,3.0159764719999997,1.169916818,0.026391027,0.033688641,0.0623953325,0.14725425150000002,0.2719218196,0.7425971491,0.391968566,0.08650299539999999,0.2800326008,0.8813413487999999,0.1760288275,29.379709100000003,47.9735629,Asia
18,La Paz,19,2,BusTransit Sprawl,Bolivia,46.77407821948886,36.28204293045087,0.600444108844304,18.350696617019803,0.54,23.2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.75716062334463,52.41370690618312,52.410177490774096,200.45954672583312,44.52871637953739,209.40575983663672,1935000,272,7100,327812,288197,465231,277969,68.5,3.7,2457.6,7.6,43.47493437855712,11.790254196418557,40.0121920796492,38.46090433727674,26.729299907187198,0.57,29.0,70.7,26.472023093564502,41.9,0.38,26.0,43.95965229773069,1.8945117040000001,76.04599796013322,6063754.534,4999032749.0,90.02946467,40328.0,824.4121231,5.917675211000001,3.0997653119999997,1.052668325,0.00042769300000000004,0.0,0.051509062300000005,0.1081688757,0.3798649514,0.210115627,0.2443581181,0.1304004651,0.5589865789,0.628950741,0.47062699049999995,-16.4955455,-68.1336229,South America
10,Vienna,11,9,MassTransit Heavyweight,Austria,31.0,36.0,5.0,28.0,1.54,0.7,78.5,0.173289183,5.85915493,247.77464790000002,41,0.0,0.0,0.0,0.0,0.0,0.0,121.0,6.816901409,1500.0,84.50704225,2.0,31.0,46.0,54.0,64.0,25.72,36.9,1775000,453,3900,10121,158421,143854,91224,66.0,1.2,56277.0,7.0,68.34,31.68,60.4,70.14,104.16,0.29,6.0,79.5,77.6,80.6,0.75,53.0,58.687880423911274,14.2,18.5,4621739.295,5460499358.0,134.96887819999998,20118.0,1181.481475,4.65640592,2.897293869,1.053107417,0.002233845,0.02945859,0.7344087673,0.1291203756,0.43139197030000004,0.7094849969,0.6439043388,0.0337363409,0.34618982299999995,0.2822675124,0.3836096608,48.2083537,16.372504199999998,Europe
117,Jaipur,118,1,Congested Emerging,India,39.0,17.0,7.0,37.0,1.19,25.5,9.6,0.023188406,0.25824964100000003,2.037302726,2,7.0,0.016908213000000002,0.286944046,0.573888092,0.570043042,8.0,0.0,0.0,0.0,0.0,0.0,,,,,,,3485000,414,8400,781384,757246,970860,569027,32.7,4.3,1861.5,,25.03,4.43,24.48,15.59,77.98,0.37,13.7,68.3,51.53355409536717,28.3,0.32,33.0,17.0,1.590272829,63.75,6609068.643999999,5845917435.0,86.45294968,46444.0,884.5296893999999,5.3594608269999995,2.7623229260000004,1.05575214,0.00043153699999999996,0.0,0.08125964320000001,0.1152875667,0.43062512490000004,0.0881423975,0.29008468239999996,0.2369982725,0.5954179577000001,0.3552909157,0.39514123619999997,26.916194,75.820349,Asia
229,Daegu,230,6,Hybrid Giant,South Korea,36.793212420144165,43.320354225281804,5.174024036339446,18.725765156610997,1.47,9.1,81.2,0.330081301,2.43697479,56.2605042,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.446494319845314,58.159611278719396,77.32035990586223,113.18476111800315,32.21608777422181,102.57976524594903,2380000,246,9700,263451,-28782,75753,38302,82.5,1.3,22380.0,3.3,57.375616934552674,18.784374889917597,64.95637223745817,30.859478722984644,97.25341844663154,0.3305951789610776,5.186760945814439,82.3,80.34552340156925,92.3,0.82,41.0,88.0,5.4,47.76454457490866,4254006.825,2506640568.0,160.5649138,15835.0,589.2422535000001,5.797238205,3.0445914839999997,1.068912989,0.003374489,0.034494983,0.4783469692,0.132904716,0.4092735589,0.5260547751,0.5464732748,0.040040606400000005,0.5081302555,0.4551291425,0.30458249940000004,35.8713,128.6018,Asia
162,Bamako,163,1,Congested Emerging,Mali,19.0,11.0,6.071711419574303,30.0,1.32,25.6,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,3110000,311,10000,395371,790243,1065974,633591,39.9,7.2,745.9,,48.08897432372805,26.580713436699416,44.35532068675237,33.11146953410933,31.61549562979734,0.4033217222936353,18.9,58.2,50.11164631379538,12.7,0.09,26.11694357362974,18.24934884885497,0.061882473,92.12573035592607,4702839.083000001,11540704474.0,84.63976176,32894.0,2453.986681,5.952051233,3.045950902,1.023669572,0.000202316,0.0,0.0369870889,0.0305900273,0.3704488642,0.043062322,0.2964970441,0.2765762209,0.6514999747,0.28979810829999997,0.5923586621,12.60503275,-7.986513673439357,Africa
290,Cincinnati(OH),291,7,Auto Sprawl,United States,89.5,1.9,0.2,2.1,0.62,9.6,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.9498525069999997,38.2382112181799,2.5407449317877604,4.0,14.0,25.0,40.0,149.23308898794085,31.848867314601346,152.55925989207736,1695000,2041,800,172783,248470,302885,149936,81.6,1.7,53609.0,7.1,70.95079277815049,26.466513676354595,72.4404585224546,60.54181712003092,121.90351418836224,0.452,27.4,77.8,46.31,71.9,0.78,42.0,72.0,25.7,40.15836387494614,3799483.561,6815036990.0,172.02352340000002,12290.0,1793.674556,4.971729756,2.649017729,1.061003467,0.004915189,0.028058278,0.0259905619,0.1599644173,0.389003059,0.7564140842,0.3402528405,0.062045290700000005,0.1035162635,0.7665564208,0.413791688,39.1014537,-84.5124602,North America
78,Havana,79,5,Hybrid Moderate,Cuba,31.392797278747743,43.928446882863,0.4522081402645387,18.58743697862339,1.29,7.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.697602380631015,49.54205044517503,57.322383315603545,152.8390166138559,34.605193016629784,170.6570039848778,2030000,311,6500,78251,-58755,-111335,9638,77.1,1.3,22377.0,11.542774346426373,61.119908744567226,26.990340366892106,59.3663740345364,52.43134972851804,46.92098309243135,0.4652790329128632,16.670925692402896,79.1,46.4703404783366,25.7,0.38,22.0,44.50500224730334,3.462227387,54.842583203058865,3618826.913,3104568570.0,114.5234632,17778.0,857.8936335000001,5.51833192,3.1530902380000003,1.03773185,0.0009943410000000001,0.012868078,0.0545972706,0.0859151033,0.3497240101,0.3440889425,0.3364928917,0.0597472345,0.48572464159999995,0.2746181506,0.4192830333,23.135305,-82.3589631,North America
242,Kaohsiung,243,2,BusTransit Sprawl,Taiwan,64.54878829676213,29.262257697541486,1.08730242583355,16.007725612687242,0.98,12.7,42.7,0.117630854,1.4566929130000001,24.13385827,9,0.0,0.0,0.0,0.0,0.0,0.0,119.0,4.68503937,1275.0,50.19685039,1.0,43.532719182380156,67.5542533889219,89.84490355860558,189.24762940071943,42.05787238561242,205.0701943265187,2540000,363,7000,115931,25866,208388,187249,64.58329559955862,5.147598792984832,40534.0,3.6353516266640504,51.95,10.86,56.97,23.77,102.07,0.39972536809519454,2.514120729234259,79.98,41.91417942699545,84.0,0.79,36.0,59.04294485522104,11.73,75.75033894942082,45573954.43,42772346.71,170.6499805,158606.0,0.9385261220000001,5.296054571,2.707666189,1.11811709,0.00281981,0.006589115,0.2559441541,0.14824646130000002,0.4307657318,0.4583520824,0.31510560579999997,0.069150462,0.5033641146,0.6906619005,0.2442887697,22.6203348,120.3120375,Asia
170,Leon,171,4,BusTransit Dense,Mexico,27.0,33.9,3.4534103082254517,18.47472675942997,0.88,21.0,0.0,0.0,0.0,0.0,0,32.0,0.08815427,3.824451411,45.44,48.64,15.0,0.0,0.0,0.0,0.0,0.0,60.705582901676735,88.61919507416353,94.83427116677849,241.38135545379205,50.023309486852106,267.60856614357266,1595000,363,4400,329131,323095,386244,166658,79.2,2.6,12583.0,5.9,38.785504158848326,16.645583464621282,35.124764054499884,33.31541773083688,53.91665591076219,0.46,40.0,76.7,35.36001660274964,49.2,0.5,40.32855165523435,35.0,4.1,85.25872268074846,4806936.715,1937662161.0,112.18317150000001,25163.0,403.0970815,5.1327919,3.008473087,1.057271839,0.002671379,0.0,0.10291099140000001,0.6367426507,0.3737551006,0.29526108510000004,0.22793296899999999,0.099810057,0.6411408915,0.5430187686,0.3491902476,21.1218598,-101.68250809999999,North America
204,Bucharest,205,6,Hybrid Giant,Romania,23.0,53.0,1.0,22.0,1.41,5.5,69.3,0.168203883,2.411347518,82.03309693,38,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.283687943,400.0,18.91252955,10.0,50.0,90.0,98.0,146.28,38.79,124.35,2115000,412,5100,-90192,-14707,55923,56100,54.6,2.4,23464.0,13.876587294328685,39.65,12.71,31.38,35.87,54.99,0.26,11.272789857359719,75.0,70.64,49.8,0.48,40.0,47.76324858113587,3.5397076010000004,71.09,4322932.352,4768763655.0,119.5038523,21501.0,1103.131686,4.998687664,2.793693068,1.042205138,0.0013435670000000002,0.0005243219999999999,0.4593900801,0.0586838474,0.4959131135,0.35518946079999997,0.4512096851,0.07339781349999999,0.7853790319,0.2865130299,0.39759877369999996,44.4361414,26.1027202,Europe
61,Kunming,62,12,MetroBike Emerging,China,22.1,25.2,55.3,27.5,1.16,18.8,40.1,0.056320225,0.375335121,16.43967828,5,47.0,0.066011236,1.689008043,4.18230563,12.54691689,19.0,0.0,0.0,0.0,0.0,0.0,43.95573434634829,68.66188251763452,76.66342097230316,,,,3730000,712,5200,1500417,787478,982908,449575,55.6,9.8,13418.0,2.67,39.37391578117766,15.83688409116382,35.58214966089997,24.281629265652917,55.790871309074106,0.32,1.2525,76.1,64.69,50.1,0.43,33.0,58.0,7.550916485,90.85057156808588,3075947.3589999997,2678081251.0,318.32219380000004,5608.0,870.6524977,4.479878971000001,2.93419062,1.09850422,0.001823585,0.080644292,0.1684868652,0.33868756829999996,0.3954054258,0.30317730260000003,0.8983988203000001,0.3197109409,0.5490995134000001,0.7565953129999999,0.17042709949999998,24.884301899999997,102.8324209,Asia
278,San Francisco Bay Area(CA),279,8,Auto Innovative,United States,67.6,17.2,2.1,4.5,0.9,8.1,167.0,0.059706829,0.738874895,21.15869018,45,0.0,0.0,0.0,0.0,0.0,0.0,70.0,1.175482788,600.0,10.07556675,5.0,39.0,55.0,73.0,158.24,40.05,196.72,5955000,2797,2100,274853,445334,572592,277566,81.6,1.7,86830.0,6.9,97.67,124.52,107.74,91.36,105.28,0.47100000000000003,12.3,80.8,48.77,73.5,0.78,56.0,72.0,13.9,38.27,3888110.725,1537593377.0,134.34610849999999,16244.0,395.4602853,5.3675369139999995,3.102610743,1.068047057,0.004166251,0.031007289,0.341185649,0.166034132,0.2352669098,0.9685223817,0.3877532741,0.11782951550000001,0.46790249999999994,0.6265153943,0.4294577553,37.7884969,-122.3558473,North America
122,Ahmedabad,123,3,Congested Boomer,India,42.0,15.0,14.0,22.0,1.19,4.8,0.0,0.0,0.0,0.0,0,82.0,0.23428571399999998,0.057163067145461745,0.13549764076288945,5.263157895,9.0,8.0,0.107962213,0.0,0.0,5.0,,,,183.89,43.0,139.18,7410000,350,21200,1172055,1782957,2242523,1146719,32.7,4.3,1861.5,11.809170625863867,25.09,5.56,25.32,16.68,70.99,0.3585487842332856,13.7,68.3,70.73,28.3,0.32,36.0,17.0,1.590272829,70.71,3438665.6010000003,2947476275.0,167.4457344,11901.0,857.1569956000001,5.014006762,2.8343338160000004,1.0547120859999999,0.001266032,0.0016006829999999999,0.0532484939,0.3999884799,0.5035225385000001,0.1561859794,0.3923517286,0.40636835159999996,0.492443965,0.1468674254,0.2455623707,23.0216238,72.5797068,Asia
155,Vientiane,156,1,Congested Emerging,Laos,11.409484256729204,29.93753454584875,5.029783309206469,28.842048554117817,1.2,14.3,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1025000,130,7900,159317,324060,479956,243610,38.6,9.1,1642.7,,47.922683141867275,19.9941525943377,50.522738433320676,24.3337364611697,22.918424477781826,0.35815997771338925,10.0,65.7,43.487861348728366,14.3,0.15,27.17955223379733,20.407744839945178,0.330476589,79.6364394484611,2389983.327,1982617914.0,198.2072754,6974.0,829.5530313999999,4.966566652,2.587226747,1.062413182,0.000776733,0.0,0.0717109299,0.028627072799999997,0.3661095213,0.06438552759999999,0.38270505579999997,0.2182881475,0.6884619849,0.23460778300000001,0.260551129,17.964098800000002,102.6133707,Asia
118,Hyderabad,119,3,Congested Boomer,India,28.489492180962873,34.8020850214798,8.97985581263771,23.485871193410933,1.19,16.6,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,173.11,41.4,193.88,7750000,1230,6300,1252822,2132127,2697666,1371794,32.7,4.3,5063.0,13.950954685249457,23.77,6.0,24.47,14.43,82.91,0.36494615008076575,13.7,68.3,60.95,28.3,0.32,36.0,17.0,1.590272829,81.35,12928677.91,15539085998.0,64.70518299,116365.0,1201.908355,5.406721636,2.755360845,1.049509105,0.00049942,0.001443078,0.0760096384,0.0403269158,0.4547746815,0.1202860706,0.3035633466,0.40495424560000004,0.5245942979,0.3745079058,0.6376551048,17.38878595,78.46106473453145,Asia
233,Madrid,234,9,MassTransit Heavyweight,Spain,29.0,42.0,6.957372707622637,29.0,1.52,1.7,294.0,0.22255866800000002,4.823717949,91.29807692,98,16.0,0.012112036000000001,0.368589744,0.47132339627878816,5.384615385,9.66325899025806,123.0,1.971153846,1580.0,25.32051282,2.0,25.0,48.0,43.0,141.36,36.16,147.21,6240000,1321,4700,600541,1390215,1347227,345878,79.6,2.1,40746.0,20.1,62.02,29.53,49.08,63.5,89.13,0.37178259457805796,12.243593883551673,82.0,69.58,74.8,0.67,50.0,71.0,7.1,57.56,8124262.478999999,7000422862.0,104.7467474,47606.0,861.6687214,4.37539266,3.028622715,1.0541441120000001,0.0028450140000000003,0.067499463,0.8330203709,0.2032902556,0.43531301159999997,0.6239371858,0.5154111717000001,0.2034656535,0.39295820929999997,0.32507589870000003,0.45120901609999997,40.416704700000004,-3.7035824999999996,Europe
26,Sofia,27,6,Hybrid Giant,Bulgaria,51.0,32.0,3.0,14.0,1.36,7.2,40.0,0.193236715,2.651515152,124.469697,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,58.0,66.0,103.87,29.67,113.2,1320000,207,6400,-62476,46996,18630,18453,73.9,3.1,15732.0,12.2,38.74,10.95,31.91,31.35,58.89,0.45,11.20896803658339,74.5,53.89,53.1,0.53,39.0,48.05883934283877,5.445648555,60.32,3276667.1769999997,3512327174.0,140.20826599999998,13682.0,1071.9206390000002,5.173117349,2.8922962780000003,1.069789505,0.0006692960000000001,0.007036776999999999,0.41773613979999996,0.10658013359999999,0.4364681819,0.3558422061,0.4612725815,0.0585510459,0.4547230676,0.3221048121,0.3646819954,42.697863399999996,23.322178899999997,Europe
